,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date
0,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築8年,愛知県名古屋市昭和区滝子通４,地下鉄桜通線/桜山駅 歩7分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩15分,築8年,2階建,1階,5.3万円,4000円,-,5.3万円,1SK,20.9m2,https://suumo.jp/chintai/jnc_000088214111/?bc=100364663771,2024-02-19
1,賃貸マンション,フロイデ桜山,愛知県名古屋市昭和区菊園町４,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩19分,築6年,3階建,1階,8万円,4500円,-,8万円,1LDK,46.84m2,https://suumo.jp/chintai/jnc_000088573366/?bc=100366935535,2024-02-19
2,賃貸マンション,アヴニール桜山,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩18分,築4年,8階建,3階,13.1万円,9000円,-,19.65万円,2LDK,68.67m2,https://suumo.jp/chintai/jnc_000088573368/?bc=100366935537,2024-02-19
3,賃貸マンション,Ezサイト,愛知県名古屋市昭和区大和町１,地下鉄桜通線/桜山駅 歩6分,地下鉄鶴舞線/御器所駅 歩8分,地下鉄鶴舞線/荒畑駅 歩16分,築22年,3階建,3階,17万円,-,34万円,17万円,3SLDK,77.96m2,https://suumo.jp/chintai/jnc_000076484377/?bc=100311228173,2024-02-19
4,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築8年,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩18分,築8年,2階建,1階,5.35万円,4000円,-,5.35万円,1K,20.13m2,https://suumo.jp/chintai/jnc_000088370773/?bc=100300619682,2024-02-19
5,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築8年,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩18分,築8年,2階建,1階,5.35万円,4000円,-,5.35万円,1K,20.13m2,https://suumo.jp/chintai/jnc_000062206827/?bc=100366530374,2024-02-19
6,賃貸マンション,ミズホフジヒロビルディング,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩3分,地下鉄鶴舞線/御器所駅 歩19分,地下鉄桜通線/瑞穂区役所駅 歩7分,築10年,7階建,3階,7.6万円,8000円,-,-,1LDK,38.61m2,https://suumo.jp/chintai/jnc_000088243858/?bc=100364923125,2024-02-19
7,賃貸マンション,ミズホフジヒロビルディング,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩3分,地下鉄鶴舞線/御器所駅 歩19分,地下鉄桜通線/瑞穂区役所駅 歩7分,築10年,7階建,4階,7.7万円,8000円,-,-,1LDK,39.79m2,https://suumo.jp/chintai/jnc_000088588437/?bc=100256939621,2024-02-19
8,賃貸マンション,地下鉄桜通線 桜山駅 7階建 築10年,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩17分,築10年,7階建,3階,7.6万円,8000円,-,-,1LDK,38.61m2,https://suumo.jp/chintai/jnc_000088412554/?bc=100365911829,2024-02-19
9,賃貸マンション,桜山ＦＯＲＴ,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩10分,,築12年,9階建,8階,7.7万円,7000円,15.4万円,-,1LDK,38.24m2,https://suumo.jp/chintai/jnc_000058130583/?bc=100366682590,2024-02-19
10,賃貸マンション,地下鉄桜通線 桜山駅 7階建 築10年,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩5分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築10年,7階建,3階,7.6万円,8000円,-,-,1LDK,38.61m2,https://suumo.jp/chintai/jnc_000088251498/?bc=100366848719,2024-02-19
11,賃貸アパート,クレール・K・桜山,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩6分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄鶴舞線/御器所駅 歩22分,築8年,2階建,1階,5.35万円,4000円,-,-,1K,20.13m2,https://suumo.jp/chintai/jnc_000088481531/?bc=100288189662,2024-02-19
12,賃貸アパート,クレール・K・桜山,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩6分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄鶴舞線/御器所駅 歩22分,築8年,2階建,1階,5.35万円,4000円,-,5.35万円,1K,20.13m2,https://suumo.jp/chintai/jnc_000088370772/?bc=100365635202,2024-02-19
13,賃貸マンション,パルティール桜山,愛知県名古屋市瑞穂区桜見町２,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩17分,築4年,11階建,2階,5.95万円,7000円,5.95万円,5.95万円,1K,24.07m2,https://suumo.jp/chintai/jnc_000070303333/?bc=100366765458,2024-02-19
14,賃貸マンション,パルティール桜山,愛知県名古屋市瑞穂区桜見町２,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩17分,築4年,11階建,6階,6.15万円,7000円,-,6.15万円,1K,24.07m2,https://suumo.jp/chintai/jnc_000070303345/?bc=100365831794,2024-02-19
15,賃貸マンション,地下鉄桜通線 桜山駅 11階建 築4年,愛知県名古屋市瑞穂区桜見町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩15分,築4年,11階建,2階,5.95万円,7000円,5.95万円,5.95万円,1K,24.07m2,https://suumo.jp/chintai/jnc_000070303350/?bc=100366667290,2024-02-19
16,賃貸マンション,地下鉄桜通線 桜山駅 11階建 築4年,愛知県名古屋市瑞穂区桜見町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩15分,築4年,11階建,6階,6.15万円,7000円,-,6.15万円,1K,24.07m2,https://suumo.jp/chintai/jnc_000071444766/?bc=100365408867,2024-02-19
17,賃貸マンション,Blois アムール(ブロアアムール）,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,1階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000087948026/?bc=100362861141,2024-02-19
18,賃貸マンション,Blois アムール(ブロアアムール）,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,4階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000081868682/?bc=100366932468,2024-02-19
19,賃貸マンション,Blois アムール(ブロアアムール）,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,5階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088588431/?bc=100367053175,2024-02-19
20,賃貸マンション,Blois アムール(ブロアアムール）,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,1階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088405554/?bc=100366903718,2024-02-19
21,賃貸マンション,S-FORT桜山,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩16分,築18年,9階建,4階,6.2万円,6000円,-,-,ワンルーム,30.86m2,https://suumo.jp/chintai/jnc_000076951959/?bc=100349056872,2024-02-19
22,賃貸マンション,S-FORT桜山,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩16分,築18年,9階建,3階,6.7万円,6000円,-,-,ワンルーム,30.6m2,https://suumo.jp/chintai/jnc_000026611468/?bc=100362108250,2024-02-19
23,賃貸マンション,S-FORT桜山,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩16分,築18年,9階建,7階,7.1万円,6000円,-,-,ワンルーム,30.6m2,https://suumo.jp/chintai/jnc_000087053685/?bc=100362108259,2024-02-19
24,賃貸マンション,S-FORT桜山,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩16分,築18年,9階建,7階,7.1万円,6000円,-,-,1K,30.5m2,https://suumo.jp/chintai/jnc_000085728421/?bc=100348502134,2024-02-19
25,賃貸マンション,S-FORT桜山,愛知県名古屋市瑞穂区駒場町２,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩16分,築18年,9階建,9階,7.4万円,6000円,-,-,ワンルーム,30.6m2,https://suumo.jp/chintai/jnc_000026168289/?bc=100362510545,2024-02-19
26,賃貸アパート,地下鉄桜通線 桜山駅 3階建 築14年,愛知県名古屋市瑞穂区亀城町３,地下鉄桜通線/桜山駅 歩14分,地下鉄鶴舞線/荒畑駅 歩20分,ＪＲ東海道本線/熱田駅 歩21分,築14年,3階建,2階,6.5万円,2200円,-,-,1LDK,41.3m2,https://suumo.jp/chintai/jnc_000088260263/?bc=100367049476,2024-02-19
27,賃貸アパート,地下鉄桜通線 桜山駅 3階建 築14年,愛知県名古屋市瑞穂区亀城町３,地下鉄桜通線/桜山駅 歩14分,地下鉄鶴舞線/荒畑駅 歩20分,ＪＲ東海道本線/熱田駅 歩21分,築14年,3階建,2階,6.55万円,2200円,-,-,1LDK,41.3m2,https://suumo.jp/chintai/jnc_000087169795/?bc=100358417862,2024-02-19
28,賃貸マンション,ブロア　アム－ル,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄桜通線/御器所駅 歩15分,築19年,6階建,1階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088444968/?bc=100366134113,2024-02-19
29,賃貸マンション,ブロア　アム－ル,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄桜通線/御器所駅 歩15分,築19年,6階建,1階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088444969/?bc=100364744242,2024-02-19
30,賃貸マンション,ブロア　アム－ル,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄桜通線/御器所駅 歩15分,築19年,6階建,4階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088582682/?bc=100366996072,2024-02-19
31,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築19年,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,4階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088582683/?bc=100366934933,2024-02-19
32,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築19年,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩15分,築19年,6階建,1階,4.4万円,6000円,-,-,1K,25.5m2,https://suumo.jp/chintai/jnc_000088444970/?bc=100364888933,2024-02-19
33,賃貸アパート,ベルク御剱,愛知県名古屋市瑞穂区亀城町１,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩22分,名鉄名古屋本線/神宮前駅 歩24分,新築,2階建,2階,11万円,4000円,-,11万円,3LDK,77.98m2,https://suumo.jp/chintai/jnc_000086759896/?bc=100367038952,2024-02-19
34,賃貸アパート,ベルク御剱,愛知県名古屋市瑞穂区亀城町１,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩22分,名鉄名古屋本線/神宮前駅 歩24分,新築,2階建,2階,11万円,4000円,-,11万円,3LDK,77.98m2,https://suumo.jp/chintai/jnc_000086759897/?bc=100363204592,2024-02-19
35,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩16分,築19年,14階建,5階,15.6万円,12000円,15.6万円,-,3LDK,75.02m2,https://suumo.jp/chintai/jnc_000084065500/?bc=100353565167,2024-02-19
36,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩16分,築19年,14階建,10階,16.2万円,12000円,16.2万円,-,3LDK,75.02m2,https://suumo.jp/chintai/jnc_000083355103/?bc=100353565368,2024-02-19
37,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩16分,築19年,14階建,11階,16.3万円,12000円,16.3万円,16.3万円,3LDK,75.02m2,https://suumo.jp/chintai/jnc_000038221922/?bc=100360934901,2024-02-19
38,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩16分,築19年,14階建,12階,16.4万円,12000円,16.4万円,-,3LDK,75.02m2,https://suumo.jp/chintai/jnc_000085849744/?bc=100349386597,2024-02-19
39,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築30年,愛知県名古屋市瑞穂区松月町１,地下鉄桜通線/桜山駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩26分,築30年,6階建,5階,8.8万円,7000円,-,-,3DK,53.86m2,https://suumo.jp/chintai/jnc_000087169796/?bc=100366888683,2024-02-19
40,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築30年,愛知県名古屋市瑞穂区松月町１,地下鉄桜通線/桜山駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩26分,築30年,6階建,3階,9.3万円,7000円,-,-,3LDK,65.83m2,https://suumo.jp/chintai/jnc_000022020517/?bc=100357279071,2024-02-19
41,賃貸マンション,サンステイツI,愛知県名古屋市瑞穂区川澄町１,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩20分,築31年,8階建,2階,5.5万円,7000円,-,-,1DK,30m2,https://suumo.jp/chintai/jnc_000086468391/?bc=100354397309,2024-02-19
42,賃貸マンション,サンステイツI,愛知県名古屋市瑞穂区川澄町１,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩20分,築31年,8階建,4階,5.5万円,7000円,-,-,1K,30m2,https://suumo.jp/chintai/jnc_000082804497/?bc=100333223587,2024-02-19
43,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/川名駅 歩16分,地下鉄鶴舞線/いりなか駅 歩19分,築30年,11階建,2階,7.3万円,7000円,-,-,2LDK,55.67m2,https://suumo.jp/chintai/jnc_000065875536/?bc=100361792436,2024-02-19
44,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/川名駅 歩16分,地下鉄鶴舞線/いりなか駅 歩19分,築30年,11階建,4階,9.4万円,7000円,-,-,3LDK,71.46m2,https://suumo.jp/chintai/jnc_000064348249/?bc=100362320813,2024-02-19
45,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/川名駅 歩16分,地下鉄鶴舞線/いりなか駅 歩19分,築30年,11階建,11階,10.5万円,7000円,-,-,3LDK,76.28m2,https://suumo.jp/chintai/jnc_000083480905/?bc=100360003881,2024-02-19
46,賃貸マンション,レージュ大和,愛知県名古屋市昭和区大和町２,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩20分,築16年,5階建,1階,7.3万円,6600円,7.3万円,-,1LDK,39.96m2,https://suumo.jp/chintai/jnc_000086668139/?bc=100358174145,2024-02-19
47,賃貸マンション,レージュ大和,愛知県名古屋市昭和区大和町２,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩20分,築16年,5階建,4階,9.6万円,6000円,9.6万円,-,2LDK,61.98m2,https://suumo.jp/chintai/jnc_000074606689/?bc=100366817865,2024-02-19
48,賃貸マンション,レージュ大和,愛知県名古屋市昭和区大和町２,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩20分,築16年,5階建,4階,9.6万円,6600円,9.6万円,-,2LDK,61.98m2,https://suumo.jp/chintai/jnc_000088465042/?bc=100284739782,2024-02-19
49,賃貸アパート,サニーフラット瑞穂,愛知県名古屋市瑞穂区川澄町３,地下鉄桜通線/桜山駅 歩7分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/瑞穂運動場西駅 歩21分,築29年,2階建,2階,5.3万円,3000円,-,-,ワンルーム,34.31m2,https://suumo.jp/chintai/jnc_000081914232/?bc=100322497248,2024-02-19
50,賃貸アパート,サニーフラット瑞穂,愛知県名古屋市瑞穂区川澄町３,地下鉄桜通線/桜山駅 歩7分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/瑞穂運動場西駅 歩21分,築29年,2階建,2階,5.3万円,3000円,-,-,ワンルーム,34.31m2,https://suumo.jp/chintai/jnc_000081383614/?bc=100337356738,2024-02-19
51,賃貸アパート,サニーフラット瑞穂,愛知県名古屋市瑞穂区川澄町３,地下鉄桜通線/桜山駅 歩7分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/瑞穂運動場西駅 歩21分,築29年,2階建,1階,5.6万円,3000円,-,-,ワンルーム,34.31m2,https://suumo.jp/chintai/jnc_000026666420/?bc=100366736216,2024-02-19
52,賃貸アパート,地下鉄桜通線 桜山駅 3階建 築3年,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩6分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/御器所駅 歩18分,築3年,3階建,2階,8.7万円,6000円,-,8.7万円,1LDK,40.4m2,https://suumo.jp/chintai/jnc_000067313842/?bc=100365397879,2024-02-19
53,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築10年,愛知県名古屋市瑞穂区御劔町３,地下鉄桜通線/桜山駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩15分,ＪＲ東海道本線/熱田駅 歩25分,築10年,2階建,2階,6.3万円,4700円,-,-,1LDK,34.66m2,https://suumo.jp/chintai/jnc_000069050531/?bc=100352693759,2024-02-19
54,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築10年,愛知県名古屋市瑞穂区御劔町３,地下鉄桜通線/桜山駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩15分,ＪＲ東海道本線/熱田駅 歩25分,築10年,2階建,1階,6.5万円,4700円,-,-,ワンルーム,34.66m2,https://suumo.jp/chintai/jnc_000075631564/?bc=100353949143,2024-02-19
55,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築10年,愛知県名古屋市瑞穂区御劔町３,地下鉄桜通線/桜山駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩15分,ＪＲ東海道本線/熱田駅 歩25分,築10年,2階建,1階,6.7万円,4700円,-,-,1LDK,34.45m2,https://suumo.jp/chintai/jnc_000070654114/?bc=100364131383,2024-02-19
56,賃貸マンション,スターシャインミズホ,愛知県名古屋市瑞穂区中山町２,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩21分,築34年,5階建,3階,5万円,5000円,-,-,1K,29m2,https://suumo.jp/chintai/jnc_000054570117/?bc=100366205337,2024-02-19
57,賃貸マンション,スターシャインミズホ,愛知県名古屋市瑞穂区中山町２,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩21分,築34年,5階建,3階,5.6万円,5000円,-,-,1K,29.2m2,https://suumo.jp/chintai/jnc_000088014316/?bc=100364744254,2024-02-19
58,賃貸マンション,スターシャインミズホ,愛知県名古屋市瑞穂区中山町２,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩21分,築34年,5階建,3階,5.6万円,5000円,5.6万円,-,1K,29.2m2,https://suumo.jp/chintai/jnc_000086627368/?bc=100365962720,2024-02-19
59,賃貸マンション,ボナール桜山,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩19分,築30年,4階建,1階,4.55万円,6000円,4.55万円,-,1K,24m2,https://suumo.jp/chintai/jnc_000058963054/?bc=100366931681,2024-02-19
60,賃貸マンション,ボナール桜山,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩19分,築30年,4階建,2階,4.8万円,6000円,7万円,-,1K,24m2,https://suumo.jp/chintai/jnc_000078389680/?bc=100366430585,2024-02-19
61,賃貸マンション,ボナール桜山,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩19分,築30年,4階建,2階,4.85万円,6000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000054808944/?bc=100363979401,2024-02-19
62,賃貸マンション,リバーサイドビュー,愛知県名古屋市瑞穂区田辺通１,地下鉄桜通線/桜山駅 歩17分,,,築35年,11階建,9階,6.5万円,5000円,-,-,2LDK,52.89m2,https://suumo.jp/chintai/jnc_000038926809/?bc=100366928968,2024-02-19
63,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,4階,7万円,3000円,-,-,3DK,62.89m2,https://suumo.jp/chintai/jnc_000068014643/?bc=100365195994,2024-02-19
64,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,3階,7万円,3000円,14万円,-,3LDK,59m2,https://suumo.jp/chintai/jnc_000085551304/?bc=100283345724,2024-02-19
65,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,1階,7万円,3000円,-,-,3DK,58.32m2,https://suumo.jp/chintai/jnc_000020258149/?bc=100310654477,2024-02-19
66,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,4階,7.5万円,3000円,15万円,-,3LDK,64m2,https://suumo.jp/chintai/jnc_000086668129/?bc=100357815485,2024-02-19
67,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,4階,7.5万円,3000円,15万円,-,3LDK,59m2,https://suumo.jp/chintai/jnc_000088298120/?bc=100360030020,2024-02-19
68,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,4階,8万円,3000円,-,-,3LDK,68.04m2,https://suumo.jp/chintai/jnc_000084136233/?bc=100340203564,2024-02-19
69,賃貸マンション,アーク稲元,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩12分,築35年,4階建,3階,8万円,3000円,-,-,3DK,58.32m2,https://suumo.jp/chintai/jnc_000055829038/?bc=100310657856,2024-02-19
70,賃貸マンション,エミネンス菊園,愛知県名古屋市昭和区菊園町２,地下鉄桜通線/桜山駅 歩7分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/御器所駅 歩22分,築16年,4階建,4階,8.9万円,7000円,-,-,1LDK,46.55m2,https://suumo.jp/chintai/jnc_000078856738/?bc=100365849527,2024-02-19
71,賃貸マンション,ザ・パークハウス桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩17分,築8年,10階建,2階,13.3万円,-,26.6万円,13.3万円,2LDK,56.87m2,https://suumo.jp/chintai/jnc_000061609451/?bc=100366894618,2024-02-19
72,賃貸マンション,地下鉄桜通線 桜山駅 11階建 築30年,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄桜通線/御器所駅 歩14分,築30年,11階建,3階,3万円,6000円,-,-,1K,17.08m2,https://suumo.jp/chintai/jnc_000088026550/?bc=100363433215,2024-02-19
73,賃貸マンション,ゼスタレジデンス桜山,愛知県名古屋市昭和区藤成通３,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/御器所駅 歩18分,地下鉄鶴舞線/川名駅 歩16分,築2年,10階建,3階,6.4万円,8000円,7万円,6.4万円,1K,28.13m2,https://suumo.jp/chintai/jnc_000087717661/?bc=100362174576,2024-02-19
