id,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date,actual_cost
965,賃貸マンション,パールナッツ,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/御器所駅 歩17分,築31年,7階建,2階,36000.0,5000.0,0.0,0.0,ワンルーム,24.84,https://suumo.jp/chintai/jnc_000071751799/?bc=100354397408,2024-02-25,41000.0
966,賃貸マンション,パールナッツ,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/御器所駅 歩17分,築31年,7階建,5階,36000.0,5000.0,0.0,0.0,ワンルーム,22.0,https://suumo.jp/chintai/jnc_000084047511/?bc=100338179137,2024-02-25,41000.0
967,賃貸マンション,ジュネス瑞穂,愛知県名古屋市瑞穂区東栄町１,地下鉄桜通線/桜山駅 歩6分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩19分,築36年,3階建,3階,30000.0,0.0,0.0,0.0,ワンルーム,19.8,https://suumo.jp/chintai/jnc_000065344415/?bc=100233899676,2024-02-25,30000.0
968,賃貸アパート,ハーモニック北原,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩13分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築3年,3階建,1階,63000.0,4000.0,0.0,0.0,1LDK,30.98,https://suumo.jp/chintai/jnc_000088616244/?bc=100367189644,2024-02-25,67000.0
969,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 3階建 築3年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩13分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築3年,3階建,1階,63000.0,4000.0,0.0,0.0,1LDK,30.98,https://suumo.jp/chintai/jnc_000088714446/?bc=100367791553,2024-02-25,67000.0
970,賃貸アパート,第1コーポ秀英,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩17分,築41年,2階建,2階,44000.0,4000.0,44000.0,0.0,2DK,29.75,https://suumo.jp/chintai/jnc_000066662949/?bc=100342263836,2024-02-25,48916.66666666666
971,賃貸アパート,第1コーポ秀英,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩17分,築41年,2階建,2階,46000.0,3000.0,46000.0,0.0,2K,34.0,https://suumo.jp/chintai/jnc_000086401146/?bc=100340602962,2024-02-25,49958.333333333336
972,賃貸マンション,Ｌｉｆｅ　ｉｎｎ　桜山　西館,愛知県名古屋市昭和区陶生町２,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/御器所駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩13分,築18年,6階建,5階,80000.0,8000.0,80000.0,80000.0,ワンルーム,38.55,https://suumo.jp/chintai/jnc_000087863706/?bc=100362339844,2024-02-25,91333.33333333331
973,賃貸マンション,メゾンエイブル,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/御器所駅 歩18分,築37年,3階建,1階,32000.0,2000.0,0.0,0.0,1K,22.0,https://suumo.jp/chintai/jnc_000036827939/?bc=100328173308,2024-02-25,34000.0
974,賃貸マンション,スカイビュ－瑞穂,愛知県名古屋市瑞穂区川澄町４,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築35年,4階建,4階,35000.0,0.0,0.0,0.0,ワンルーム,22.0,https://suumo.jp/chintai/jnc_000037586075/?bc=100112567956,2024-02-25,35000.0
975,賃貸マンション,Ｖｉｖｒｅ桜山,愛知県名古屋市昭和区桜山町６,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/御器所駅 歩12分,地下鉄桜通線/瑞穂区役所駅 歩15分,築24年,4階建,3階,55000.0,5000.0,27500.0,55000.0,1K,29.2,https://suumo.jp/chintai/jnc_000082134614/?bc=100326356140,2024-02-25,61718.75
976,賃貸アパート,ヤングパレスA棟,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩17分,築26年,2階建,1階,41000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000088141127/?bc=100364306069,2024-02-25,45000.0
977,賃貸アパート,ヤングパレスA棟,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩17分,築26年,2階建,1階,43000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000088320757/?bc=100365349592,2024-02-25,47000.0
978,賃貸アパート,ヤングパレスA棟,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩17分,築26年,2階建,2階,44000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000073134198/?bc=100259062907,2024-02-25,48000.0
979,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築26年,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩8分,地下鉄鶴舞線/御器所駅 歩8分,築26年,2階建,1階,41000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000088277041/?bc=100365065550,2024-02-25,45000.0
980,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築26年,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/御器所駅 歩8分,地下鉄鶴舞線/御器所駅 歩8分,築26年,2階建,2階,44000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000087315276/?bc=100345889957,2024-02-25,48000.0
981,賃貸アパート,桜山朝日マンション,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩17分,築40年,2階建,1階,39000.0,0.0,39000.0,39000.0,1K,21.1,https://suumo.jp/chintai/jnc_000083282846/?bc=100333336204,2024-02-25,40625.0
982,賃貸アパート,桜山朝日マンション,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩17分,築40年,2階建,2階,39000.0,0.0,39000.0,39000.0,1K,21.1,https://suumo.jp/chintai/jnc_000067270248/?bc=100303721314,2024-02-25,40625.0
983,賃貸マンション,レオパレス高辻,愛知県名古屋市瑞穂区太田町２,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/荒畑駅 歩22分,名鉄名古屋本線/神宮前駅 歩30分,築17年,3階建,1階,41000.0,7500.0,0.0,41000.0,1K,19.87,https://suumo.jp/chintai/jnc_000079494395/?bc=100218756331,2024-02-25,49354.16666666666
984,賃貸マンション,レオパレス高辻,愛知県名古屋市瑞穂区太田町２,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/荒畑駅 歩22分,名鉄名古屋本線/神宮前駅 歩30分,築17年,3階建,3階,44000.0,7500.0,0.0,44000.0,1K,19.87,https://suumo.jp/chintai/jnc_000088141150/?bc=100199414461,2024-02-25,52416.66666666666
985,賃貸マンション,レオパレス高辻,愛知県名古屋市瑞穂区太田町２,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/荒畑駅 歩22分,名鉄名古屋本線/神宮前駅 歩30分,築17年,3階建,3階,48000.0,7500.0,0.0,48000.0,1K,19.87,https://suumo.jp/chintai/jnc_000088174957/?bc=100199414476,2024-02-25,56500.0
986,賃貸マンション,フィオーレ桜山,愛知県名古屋市昭和区丸屋町６,地下鉄桜通線/桜山駅 歩5分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩16分,築2年,4階建,2階,175000.0,9000.0,175000.0,350000.0,2LDK,77.48,https://suumo.jp/chintai/jnc_000088281866/?bc=100299071609,2024-02-25,194937.5
987,賃貸マンション,グランクレア桜山,愛知県名古屋市昭和区藤成通５,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/川名駅 歩14分,地下鉄鶴舞線/いりなか駅 歩17分,築2年,11階建,7階,190000.0,10000.0,380000.0,190000.0,3LDK,66.53,https://suumo.jp/chintai/jnc_000088666415/?bc=100354872034,2024-02-25,211875.0
988,賃貸アパート,ヤングパレスB棟,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩17分,築26年,2階建,1階,41000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000088277042/?bc=100365347896,2024-02-25,45000.0
989,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築16年,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩10分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/川名駅 歩17分,築16年,6階建,3階,145000.0,5000.0,290000.0,0.0,2LDK,73.77,https://suumo.jp/chintai/jnc_000014016527/?bc=100354947760,2024-02-25,156041.66666666666
990,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築16年,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩10分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/川名駅 歩17分,築16年,6階建,5階,152000.0,5000.0,304000.0,0.0,2LDK,73.77,https://suumo.jp/chintai/jnc_000088088760/?bc=100363863306,2024-02-25,163333.33333333334
991,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築36年,愛知県名古屋市瑞穂区亀城町６,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/荒畑駅 歩22分,築36年,2階建,2階,32000.0,0.0,0.0,0.0,1DK,25.0,https://suumo.jp/chintai/jnc_000073838887/?bc=100279765884,2024-02-25,32000.0
992,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築40年,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩15分,築40年,2階建,2階,39000.0,0.0,39000.0,39000.0,1K,21.1,https://suumo.jp/chintai/jnc_000078209204/?bc=100311572745,2024-02-25,40625.0
993,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築40年,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄桜通線/御器所駅 歩15分,築40年,2階建,1階,39000.0,0.0,39000.0,39000.0,1K,21.1,https://suumo.jp/chintai/jnc_000083628835/?bc=100335456503,2024-02-25,40625.0
994,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築31年,愛知県名古屋市昭和区池端町２,地下鉄桜通線/桜山駅 歩6分,地下鉄鶴舞線/御器所駅 歩10分,地下鉄鶴舞線/荒畑駅 歩13分,築31年,2階建,2階,45000.0,4500.0,0.0,45000.0,1K,22.52,https://suumo.jp/chintai/jnc_000087706218/?bc=100362341561,2024-02-25,50437.5
995,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築30年,愛知県名古屋市瑞穂区竹田町４,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩21分,築30年,3階建,2階,39000.0,3000.0,39000.0,0.0,1K,22.0,https://suumo.jp/chintai/jnc_000046426513/?bc=100346939963,2024-02-25,42812.5
996,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築30年,愛知県名古屋市瑞穂区竹田町４,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩21分,築30年,3階建,3階,39000.0,3000.0,39000.0,0.0,1K,22.0,https://suumo.jp/chintai/jnc_000088547098/?bc=100360461420,2024-02-25,42812.5
997,賃貸アパート,レオパレスサンロード,愛知県名古屋市瑞穂区雁道町３,地下鉄桜通線/桜山駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩21分,名鉄名古屋本線/神宮前駅 歩25分,築18年,2階建,2階,42000.0,5500.0,0.0,0.0,1K,23.02,https://suumo.jp/chintai/jnc_000085641768/?bc=100221675832,2024-02-25,47500.0
998,賃貸アパート,レオパレスサンロード,愛知県名古屋市瑞穂区雁道町３,地下鉄桜通線/桜山駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩21分,名鉄名古屋本線/神宮前駅 歩25分,築18年,2階建,2階,42000.0,5500.0,0.0,0.0,1K,23.02,https://suumo.jp/chintai/jnc_000085641769/?bc=100240247772,2024-02-25,47500.0
1000,賃貸アパート,レオパレスハピネスアイランド,愛知県名古屋市瑞穂区雁道町３,地下鉄桜通線/桜山駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩21分,名鉄名古屋本線/神宮前駅 歩26分,築20年,2階建,2階,40000.0,5500.0,0.0,40000.0,1K,19.87,https://suumo.jp/chintai/jnc_000085677185/?bc=100245235090,2024-02-25,46333.333333333336
1001,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築20年,愛知県名古屋市瑞穂区雁道町３,地下鉄桜通線/桜山駅 歩17分,,,築20年,2階建,2階,40000.0,5500.0,0.0,40000.0,1K,19.87,https://suumo.jp/chintai/jnc_000085677186/?bc=100321209054,2024-02-25,46333.333333333336
1002,賃貸マンション,プチシャンブル,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/御器所駅 歩18分,築36年,3階建,3階,37000.0,0.0,0.0,0.0,ワンルーム,23.0,https://suumo.jp/chintai/jnc_000067781900/?bc=100319006254,2024-02-25,37000.0
1003,賃貸マンション,プチシャンブル,愛知県名古屋市瑞穂区駒場町３,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/御器所駅 歩18分,築36年,3階建,2階,37000.0,0.0,0.0,0.0,ワンルーム,23.0,https://suumo.jp/chintai/jnc_000064648598/?bc=100365836378,2024-02-25,37000.0
1005,賃貸アパート,ハウス北原,愛知県名古屋市瑞穂区北原町２,地下鉄桜通線/瑞穂区役所駅 歩3分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩12分,築13年,2階建,1階,65000.0,3000.0,65000.0,0.0,1LDK,35.0,https://suumo.jp/chintai/jnc_000034219388/?bc=100305433006,2024-02-25,69354.16666666667
1010,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築6年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩15分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築6年,3階建,1階,75000.0,4000.0,150000.0,0.0,1LDK,41.0,https://suumo.jp/chintai/jnc_000088714444/?bc=100367766734,2024-02-25,82125.0
1011,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築6年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩15分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築6年,3階建,1階,76000.0,4000.0,152000.0,0.0,1LDK,41.0,https://suumo.jp/chintai/jnc_000088714445/?bc=100367787109,2024-02-25,83166.66666666667
1012,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築6年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩15分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築6年,3階建,2階,77000.0,4000.0,154000.0,0.0,1LDK,41.0,https://suumo.jp/chintai/jnc_000088026549/?bc=100358005123,2024-02-25,84208.33333333333
1013,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築6年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/桜山駅 歩15分,地下鉄桜通線/瑞穂運動場西駅 歩15分,築6年,3階建,2階,78000.0,4000.0,156000.0,0.0,1LDK,41.0,https://suumo.jp/chintai/jnc_000087125868/?bc=100367756845,2024-02-25,85250.0
1014,賃貸マンション,かめしろはうす,愛知県名古屋市瑞穂区亀城町２,地下鉄桜通線/桜山駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩20分,ＪＲ東海道本線/熱田駅 歩22分,築21年,3階建,2階,45000.0,2000.0,0.0,0.0,1K,21.45,https://suumo.jp/chintai/jnc_000037993507/?bc=100295128390,2024-02-25,47000.0
1015,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 5階建 築17年,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩19分,築17年,5階建,1階,74000.0,4000.0,0.0,0.0,1LDK,40.83,https://suumo.jp/chintai/jnc_000081044617/?bc=100341935446,2024-02-25,78000.0
1016,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 5階建 築17年,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩19分,築17年,5階建,4階,73000.0,7000.0,0.0,0.0,1LDK,40.83,https://suumo.jp/chintai/jnc_000014022797/?bc=100363209846,2024-02-25,80000.0
1017,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 5階建 築17年,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩19分,築17年,5階建,4階,73000.0,7000.0,0.0,0.0,1LDK,40.83,https://suumo.jp/chintai/jnc_000076941127/?bc=100346606997,2024-02-25,80000.0
1018,賃貸マンション,桜山アイリス,愛知県名古屋市昭和区桜山町６,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩15分,築51年,12階建,2階,129000.0,9000.0,129000.0,0.0,4LDK,82.28,https://suumo.jp/chintai/jnc_000070784761/?bc=100337317543,2024-02-25,140687.5
1019,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築33年,愛知県名古屋市昭和区滝子通４,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩19分,築33年,6階建,6階,87300.0,2900.0,174600.0,0.0,2DK,50.66,https://suumo.jp/chintai/jnc_000088079351/?bc=100363834868,2024-02-25,93837.5
1020,賃貸マンション,地下鉄桜通線 桜山駅 9階建 築33年,愛知県名古屋市昭和区藤成通１,地下鉄桜通線/桜山駅 歩5分,地下鉄鶴舞線/御器所駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩17分,築33年,9階建,3階,159000.0,11000.0,0.0,0.0,3LDK,92.4,https://suumo.jp/chintai/jnc_000088384280/?bc=100365729581,2024-02-25,170000.0
1021,賃貸マンション,ハイツ水鐘,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩12分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/川名駅 歩19分,築31年,4階建,3階,27000.0,3000.0,0.0,0.0,1K,18.0,https://suumo.jp/chintai/jnc_000081161908/?bc=100320857227,2024-02-25,30000.0
1022,賃貸マンション,地下鉄桜通線 桜山駅 4階建 築31年,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩12分,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄鶴舞線/川名駅 歩19分,築31年,4階建,3階,27000.0,3000.0,0.0,0.0,1K,18.0,https://suumo.jp/chintai/jnc_000081161911/?bc=100320911060,2024-02-25,30000.0
1023,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築26年,愛知県名古屋市昭和区石仏町１,地下鉄桜通線/桜山駅 歩8分,地下鉄鶴舞線/御器所駅 歩8分,地下鉄鶴舞線/荒畑駅 歩17分,築26年,2階建,1階,41000.0,4000.0,0.0,0.0,1K,23.5,https://suumo.jp/chintai/jnc_000088433994/?bc=100366073686,2024-02-25,45000.0
1024,賃貸一戸建て,フルール・ド・リス本願寺,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩23分,築17年,3階建,3階,145000.0,5000.0,435000.0,0.0,4LDK,153.18,https://suumo.jp/chintai/jnc_000088459398/?bc=100366991288,2024-02-25,159062.5
1025,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築40年,愛知県名古屋市昭和区下構町２,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩18分,築40年,3階建,2階,45000.0,0.0,0.0,0.0,1DK,28.0,https://suumo.jp/chintai/jnc_000086668135/?bc=100358237840,2024-02-25,45000.0
1026,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築40年,愛知県名古屋市昭和区下構町２,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩18分,築40年,3階建,2階,45000.0,3000.0,0.0,0.0,1DK,35.0,https://suumo.jp/chintai/jnc_000087755741/?bc=100361669045,2024-02-25,48000.0
1027,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築40年,愛知県名古屋市昭和区下構町２,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩18分,築40年,3階建,3階,50000.0,3000.0,0.0,0.0,1DK,35.0,https://suumo.jp/chintai/jnc_000086668136/?bc=100354947877,2024-02-25,53000.0
1028,賃貸マンション,地下鉄桜通線 桜山駅 3階建 築40年,愛知県名古屋市昭和区下構町２,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩18分,築40年,3階建,2階,55000.0,3000.0,0.0,0.0,1DK,35.0,https://suumo.jp/chintai/jnc_000087755740/?bc=100361669047,2024-02-25,58000.0
1029,賃貸マンション,地下鉄鶴舞線 御器所駅 3階建 築33年,愛知県名古屋市昭和区塩付通６,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩18分,築33年,3階建,3階,50000.0,3000.0,0.0,0.0,ワンルーム,28.3,https://suumo.jp/chintai/jnc_000084071091/?bc=100338331076,2024-02-25,53000.0
1030,賃貸マンション,パール瑞穂,愛知県名古屋市瑞穂区西ノ割町３,地下鉄桜通線/瑞穂区役所駅 歩3分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩15分,築20年,3階建,3階,64000.0,4000.0,0.0,0.0,1LDK,27.9,https://suumo.jp/chintai/jnc_000076964114/?bc=100315163894,2024-02-25,68000.0
1031,賃貸マンション,ロワール石川橋,愛知県名古屋市昭和区菊園町６,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩20分,築38年,3階建,3階,40000.0,0.0,0.0,0.0,2DK,40.23,https://suumo.jp/chintai/jnc_000083752271/?bc=100324573050,2024-02-25,40000.0
1032,賃貸マンション,ロワール石川橋,愛知県名古屋市昭和区菊園町６,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩20分,築38年,3階建,3階,40000.0,3000.0,0.0,0.0,2DK,38.0,https://suumo.jp/chintai/jnc_000083752273/?bc=100313145013,2024-02-25,43000.0
1033,賃貸マンション,ロワール石川橋,愛知県名古屋市昭和区菊園町６,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩20分,築38年,3階建,3階,40000.0,3000.0,40000.0,0.0,2DK,38.0,https://suumo.jp/chintai/jnc_000083752272/?bc=100313145105,2024-02-25,43833.333333333336
1034,賃貸マンション,青雲ビル,愛知県名古屋市昭和区広見町２,地下鉄桜通線/桜山駅 歩8分,地下鉄鶴舞線/御器所駅 歩18分,地下鉄鶴舞線/荒畑駅 歩16分,築46年,3階建,3階,65000.0,3000.0,0.0,0.0,1LDK,53.9,https://suumo.jp/chintai/jnc_000081855815/?bc=100324710391,2024-02-25,68000.0
1035,賃貸マンション,青雲ビル,愛知県名古屋市昭和区広見町２,地下鉄桜通線/桜山駅 歩8分,地下鉄鶴舞線/御器所駅 歩18分,地下鉄鶴舞線/荒畑駅 歩16分,築46年,3階建,1階,125000.0,3000.0,0.0,125000.0,3LDK,91.15,https://suumo.jp/chintai/jnc_000088400252/?bc=100363210059,2024-02-25,130604.16666666669
1036,賃貸マンション,シャンポールハセガワ,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩17分,ＪＲ中央本線/金山駅 歩28分,築36年,3階建,2階,29000.0,4000.0,0.0,0.0,1K,20.1,https://suumo.jp/chintai/jnc_000087941258/?bc=100284842929,2024-02-25,33000.0
1037,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築9年,愛知県名古屋市瑞穂区本願寺町１,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄桜通線/瑞穂運動場西駅 歩11分,地下鉄桜通線/桜山駅 歩20分,築9年,2階建,2階,67000.0,4000.0,67000.0,0.0,1LDK,36.98,https://suumo.jp/chintai/jnc_000015654867/?bc=100366744743,2024-02-25,72395.83333333333
1038,賃貸マンション,エクセル滝子,愛知県名古屋市昭和区滝子町,地下鉄桜通線/桜山駅 歩12分,地下鉄桜通線/御器所駅 歩23分,地下鉄桜通線/瑞穂区役所駅 歩25分,築37年,4階建,2階,50000.0,0.0,0.0,0.0,2DK,34.7,https://suumo.jp/chintai/jnc_000078300960/?bc=100306803209,2024-02-25,50000.0
1039,賃貸マンション,サンハイツ太田,愛知県名古屋市瑞穂区太田町３,地下鉄桜通線/桜山駅 歩14分,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩20分,築39年,3階建,3階,42000.0,3000.0,0.0,0.0,1DK,33.0,https://suumo.jp/chintai/jnc_000070744901/?bc=100360030040,2024-02-25,45000.0
1040,賃貸アパート,クラージュ・エスポア,愛知県名古屋市瑞穂区太田町１,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/荒畑駅 歩22分,地下鉄桜通線/瑞穂区役所駅 歩24分,築19年,3階建,1階,43000.0,3000.0,0.0,0.0,ワンルーム,23.2,https://suumo.jp/chintai/jnc_000060351415/?bc=100366802584,2024-02-25,46000.0
