id,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date,actual_cost
0,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築8年,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩18分,築8年,2階建,1階,53500.0,4000.0,0.0,53500.0,1K,20.13,https://suumo.jp/chintai/jnc_000062206827/?bc=100366530374,2024-02-25,58614.583333333336
1,賃貸アパート,地下鉄桜通線 桜山駅 2階建 築8年,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩18分,築8年,2階建,1階,53500.0,4000.0,0.0,0.0,1K,20.13,https://suumo.jp/chintai/jnc_000088370773/?bc=100300619682,2024-02-25,57500.0
2,賃貸マンション,桜山カーザ,愛知県名古屋市瑞穂区駒場町１,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄鶴舞線/御器所駅 歩19分,築5年,7階建,7階,121000.0,9000.0,121000.0,242000.0,2LDK,56.43,https://suumo.jp/chintai/jnc_000088708104/?bc=100367758680,2024-02-25,137562.5
3,賃貸マンション,桜山カーザ,愛知県名古屋市瑞穂区駒場町１,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩11分,地下鉄鶴舞線/御器所駅 歩19分,築5年,7階建,3階,122000.0,9000.0,122000.0,244000.0,2LDK,56.43,https://suumo.jp/chintai/jnc_000088708103/?bc=100367751202,2024-02-25,138625.0
4,賃貸マンション,フォレシティ桜山,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄桜通線/御器所駅 歩21分,築17年,5階建,1階,54000.0,6000.0,54000.0,0.0,1K,24.02,https://suumo.jp/chintai/jnc_000063803625/?bc=100279424056,2024-02-25,61125.0
5,賃貸マンション,地下鉄桜通線 桜山駅 5階建 築17年,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄鶴舞線/御器所駅 歩15分,築17年,5階建,1階,54000.0,6000.0,54000.0,0.0,1K,24.02,https://suumo.jp/chintai/jnc_000063897723/?bc=100368068465,2024-02-25,61125.0
6,賃貸マンション,ヴィルクレア桜山,愛知県名古屋市瑞穂区桜見町１,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩10分,築2年,14階建,9階,74000.0,8000.0,74000.0,74000.0,1K,29.97,https://suumo.jp/chintai/jnc_000088683433/?bc=100367738659,2024-02-25,85083.33333333333
7,賃貸マンション,ヴィルクレア桜山,愛知県名古屋市瑞穂区桜見町１,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩10分,築2年,14階建,13階,155000.0,8000.0,155000.0,155000.0,2LDK,60.0,https://suumo.jp/chintai/jnc_000088465047/?bc=100359099139,2024-02-25,169458.33333333334
8,賃貸マンション,ヴィルクレア桜山,愛知県名古屋市瑞穂区桜見町１,地下鉄桜通線/桜山駅 歩1分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/瑞穂区役所駅 歩10分,築2年,14階建,13階,160000.0,8000.0,160000.0,160000.0,2LDK,60.0,https://suumo.jp/chintai/jnc_000087306700/?bc=100359897048,2024-02-25,174666.66666666666
9,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,3階,70000.0,7000.0,70000.0,70000.0,1K,27.72,https://suumo.jp/chintai/jnc_000086084031/?bc=100359038253,2024-02-25,79916.66666666667
10,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,4階,71000.0,7000.0,71000.0,71000.0,1K,27.72,https://suumo.jp/chintai/jnc_000086084033/?bc=100359038237,2024-02-25,80958.33333333333
11,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,72000.0,7000.0,72000.0,72000.0,1K,27.72,https://suumo.jp/chintai/jnc_000086084035/?bc=100359038256,2024-02-25,82000.0
12,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,73000.0,7000.0,73000.0,73000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857401/?bc=100358411803,2024-02-25,83041.66666666667
13,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,6階,74000.0,7000.0,74000.0,74000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857402/?bc=100358412180,2024-02-25,84083.33333333333
14,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,76000.0,7000.0,76000.0,76000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857405/?bc=100358362502,2024-02-25,86166.66666666667
15,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,7階,76000.0,7000.0,76000.0,76000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857404/?bc=100362331090,2024-02-25,86166.66666666667
16,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,77000.0,7000.0,77000.0,77000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087963431/?bc=100361801324,2024-02-25,87208.33333333333
17,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,78000.0,7000.0,78000.0,78000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857406/?bc=100359006015,2024-02-25,88250.0
18,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,79000.0,7000.0,79000.0,79000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087857407/?bc=100362331231,2024-02-25,89291.66666666667
19,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,6階,82000.0,7000.0,82000.0,82000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087175528/?bc=100367908857,2024-02-25,92416.66666666669
20,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,3階,71000.0,7000.0,71000.0,71000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842850/?bc=100360473111,2024-02-25,80958.33333333333
21,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,5階,73000.0,7000.0,73000.0,73000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842852/?bc=100350703281,2024-02-25,83041.66666666667
22,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,6階,74000.0,7000.0,74000.0,74000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842853/?bc=100350703200,2024-02-25,84083.33333333333
23,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,7階,76000.0,7000.0,76000.0,76000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842855/?bc=100362059099,2024-02-25,86166.66666666667
24,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,8階,76000.0,7000.0,76000.0,76000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842856/?bc=100361026678,2024-02-25,86166.66666666667
25,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,8階,77000.0,7000.0,77000.0,77000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842857/?bc=100350793624,2024-02-25,87208.33333333333
26,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,2階,78000.0,7000.0,78000.0,78000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141924/?bc=100359973636,2024-02-25,88250.0
27,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,9階,78000.0,7000.0,78000.0,78000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842858/?bc=100350436772,2024-02-25,88250.0
28,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,9階,79000.0,7000.0,79000.0,79000.0,1K,27.72,https://suumo.jp/chintai/jnc_000087842859/?bc=100361559861,2024-02-25,89291.66666666667
29,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,4階,80000.0,7000.0,80000.0,80000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141926/?bc=100359973432,2024-02-25,90333.33333333331
30,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,5階,81000.0,7000.0,81000.0,81000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141927/?bc=100359973365,2024-02-25,91375.0
31,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,6階,82000.0,7000.0,82000.0,82000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141928/?bc=100350793831,2024-02-25,92416.66666666669
32,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,7階,83000.0,7000.0,83000.0,83000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141931/?bc=100359973514,2024-02-25,93458.33333333331
33,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,8階,84000.0,7000.0,84000.0,84000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141934/?bc=100359973522,2024-02-25,94500.0
34,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩20分,新築,9階建,9階,86000.0,7000.0,86000.0,86000.0,1LDK,29.88,https://suumo.jp/chintai/jnc_000087141937/?bc=100359973729,2024-02-25,96583.33333333331
35,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩15分,築19年,14階建,3階,155000.0,12000.0,155000.0,0.0,3LDK,75.02,https://suumo.jp/chintai/jnc_000088675896/?bc=100367834763,2024-02-25,170229.16666666666
36,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩15分,築19年,14階建,6階,158000.0,12000.0,158000.0,0.0,3LDK,75.02,https://suumo.jp/chintai/jnc_000088675897/?bc=100367834769,2024-02-25,173291.66666666666
37,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩15分,築19年,14階建,11階,163000.0,12000.0,163000.0,0.0,3LDK,75.02,https://suumo.jp/chintai/jnc_000038221922/?bc=100310097860,2024-02-25,178395.83333333334
38,賃貸マンション,ＳＳ．ＦＬＡＴ桜山,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩15分,築19年,14階建,12階,164000.0,12000.0,164000.0,0.0,3LDK,75.02,https://suumo.jp/chintai/jnc_000085849744/?bc=100367052732,2024-02-25,179416.66666666666
39,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/いりなか駅 歩18分,地下鉄名城線/総合リハビリセンター駅 歩21分,築30年,11階建,2階,73000.0,7000.0,0.0,0.0,2LDK,55.67,https://suumo.jp/chintai/jnc_000065875536/?bc=100289916818,2024-02-25,80000.0
40,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/いりなか駅 歩18分,地下鉄名城線/総合リハビリセンター駅 歩21分,築30年,11階建,4階,94000.0,7000.0,0.0,0.0,3LDK,71.46,https://suumo.jp/chintai/jnc_000064348249/?bc=100362320813,2024-02-25,101000.0
41,賃貸マンション,クレスト石川橋,愛知県名古屋市瑞穂区陽明町１,地下鉄桜通線/桜山駅 歩18分,地下鉄鶴舞線/いりなか駅 歩18分,地下鉄名城線/総合リハビリセンター駅 歩21分,築30年,11階建,11階,105000.0,7000.0,0.0,0.0,3LDK,76.28,https://suumo.jp/chintai/jnc_000083480905/?bc=100360003881,2024-02-25,112000.0
42,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,2階,54000.0,7000.0,0.0,0.0,1K,27.76,https://suumo.jp/chintai/jnc_000014021531/?bc=100366210080,2024-02-25,61000.0
43,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,9階,55000.0,7000.0,0.0,0.0,ワンルーム,27.66,https://suumo.jp/chintai/jnc_000078628843/?bc=100296214510,2024-02-25,62000.0
44,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,9階,57000.0,7000.0,57000.0,0.0,ワンルーム,27.66,https://suumo.jp/chintai/jnc_000078307254/?bc=100359112078,2024-02-25,65187.5
45,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,9階,59000.0,7000.0,0.0,0.0,1K,29.41,https://suumo.jp/chintai/jnc_000088465052/?bc=100363496888,2024-02-25,66000.0
46,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,10階,60000.0,7000.0,0.0,0.0,1K,29.41,https://suumo.jp/chintai/jnc_000088465051/?bc=100359926035,2024-02-25,67000.0
47,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,9階,63000.0,7000.0,63000.0,63000.0,1K,29.41,https://suumo.jp/chintai/jnc_000087306703/?bc=100359957835,2024-02-25,72625.0
48,賃貸マンション,レジデンスSUN.K,愛知県名古屋市瑞穂区高辻町,地下鉄桜通線/桜山駅 歩19分,ＪＲ東海道本線/熱田駅 歩20分,地下鉄鶴舞線/荒畑駅 歩22分,築8年,10階建,10階,65000.0,7000.0,65000.0,0.0,1K,29.41,https://suumo.jp/chintai/jnc_000087328343/?bc=100359112114,2024-02-25,73354.16666666667
49,賃貸マンション,メゾン日向,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩20分,築48年,4階建,4階,39000.0,4000.0,0.0,0.0,1K,22.0,https://suumo.jp/chintai/jnc_000088072178/?bc=100287453828,2024-02-25,43000.0
50,賃貸マンション,メゾン日向,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩20分,築48年,4階建,4階,44000.0,4000.0,0.0,0.0,1K,24.09,https://suumo.jp/chintai/jnc_000075143341/?bc=100305270933,2024-02-25,48000.0
51,賃貸マンション,メゾン日向,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩20分,築48年,4階建,4階,50000.0,4000.0,0.0,0.0,1K,34.32,https://suumo.jp/chintai/jnc_000088708108/?bc=100320423843,2024-02-25,54000.0
52,賃貸マンション,メゾン日向,愛知県名古屋市瑞穂区駒場町４,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩10分,地下鉄鶴舞線/御器所駅 歩20分,築48年,4階建,3階,52000.0,4000.0,0.0,0.0,1K,35.8,https://suumo.jp/chintai/jnc_000088708107/?bc=100327899942,2024-02-25,56000.0
53,賃貸マンション,山田ハイツ,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩15分,地下鉄名城線/総合リハビリセンター駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩15分,築47年,3階建,2階,57000.0,4000.0,0.0,0.0,3DK,53.44,https://suumo.jp/chintai/jnc_000077696725/?bc=100246550370,2024-02-25,61000.0
54,賃貸マンション,山田ハイツ,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩15分,地下鉄名城線/総合リハビリセンター駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩15分,築47年,3階建,2階,60000.0,4000.0,120000.0,0.0,3LDK,49.2,https://suumo.jp/chintai/jnc_000014021099/?bc=100285014464,2024-02-25,66500.0
55,賃貸マンション,山田ハイツ,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩15分,地下鉄名城線/総合リハビリセンター駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩15分,築47年,3階建,3階,63000.0,4000.0,0.0,0.0,3DK,53.44,https://suumo.jp/chintai/jnc_000082161815/?bc=100284604566,2024-02-25,67000.0
56,賃貸マンション,山田ハイツ,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩15分,地下鉄名城線/総合リハビリセンター駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩15分,築47年,3階建,3階,64000.0,4000.0,0.0,0.0,2DK,51.0,https://suumo.jp/chintai/jnc_000088422399/?bc=100365992507,2024-02-25,68000.0
57,賃貸マンション,山田ハイツ,愛知県名古屋市瑞穂区松月町３,地下鉄桜通線/桜山駅 歩15分,地下鉄名城線/総合リハビリセンター駅 歩18分,地下鉄桜通線/瑞穂区役所駅 歩15分,築47年,3階建,3階,65000.0,4000.0,130000.0,0.0,2LDK,59.75,https://suumo.jp/chintai/jnc_000043038065/?bc=100194381260,2024-02-25,71708.33333333333
58,賃貸マンション,Ｂｌｏｉｓ　Ｃｅｒｅｚｏ,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/御器所駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩14分,築19年,8階建,2階,56000.0,6000.0,0.0,0.0,1K,34.5,https://suumo.jp/chintai/jnc_000086642407/?bc=100354818529,2024-02-25,62000.0
59,賃貸マンション,Ｂｌｏｉｓ　Ｃｅｒｅｚｏ,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/御器所駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩14分,築19年,8階建,3階,57000.0,6000.0,0.0,0.0,2K,34.5,https://suumo.jp/chintai/jnc_000080280554/?bc=100337075578,2024-02-25,63000.0
60,賃貸マンション,Ｂｌｏｉｓ　Ｃｅｒｅｚｏ,愛知県名古屋市瑞穂区洲雲町３,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/御器所駅 歩16分,地下鉄桜通線/瑞穂区役所駅 歩14分,築19年,8階建,5階,58000.0,6000.0,0.0,0.0,2K,34.5,https://suumo.jp/chintai/jnc_000080280555/?bc=100315884598,2024-02-25,64000.0
61,賃貸マンション,地下鉄桜通線 桜山駅 7階建 築10年,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩17分,築10年,7階建,3階,76000.0,8000.0,0.0,0.0,1LDK,38.61,https://suumo.jp/chintai/jnc_000088412554/?bc=100365911829,2024-02-25,84000.0
62,賃貸マンション,地下鉄桜通線 桜山駅 7階建 築10年,愛知県名古屋市瑞穂区瑞穂通１,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩17分,築10年,7階建,4階,77000.0,8000.0,0.0,0.0,1LDK,39.79,https://suumo.jp/chintai/jnc_000088653548/?bc=100367429638,2024-02-25,85000.0
63,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,2階,76000.0,8000.0,152000.0,76000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000051644484/?bc=100336035669,2024-02-25,88750.0
64,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,2階,77000.0,8000.0,0.0,77000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000068035003/?bc=100362320815,2024-02-25,86604.16666666667
65,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,3階,79000.0,8000.0,158000.0,79000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000056974686/?bc=100362320825,2024-02-25,91937.5
66,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,3階,79000.0,8000.0,158000.0,79000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000020799155/?bc=100297284001,2024-02-25,91937.5
67,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,3階,80000.0,8000.0,160000.0,80000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000068035004/?bc=100248966480,2024-02-25,93000.0
68,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,4階,82000.0,8000.0,164000.0,82000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000023380732/?bc=100246063085,2024-02-25,95125.0
69,賃貸マンション,エルミタージュ桜山,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩18分,築17年,8階建,4階,82000.0,8000.0,164000.0,82000.0,1LDK,37.35,https://suumo.jp/chintai/jnc_000064241075/?bc=100228773329,2024-02-25,95125.0
